content,score,at,app
Bagus untuk orang yang kesusahan,5,2025-07-27 04:41:34,Shopee
Free shipping but shipping is chargeable??? Yet delivery by own SPX Courier is terrible. Parcel always late.,1,2025-07-27 04:27:42,Shopee
"spin coin,never got the big one ,gotta be a rig game btw . .",1,2025-07-27 03:55:25,Shopee
Terbaik,5,2025-07-27 03:50:39,Shopee
"cepat, tepat n berkualiti",5,2025-07-27 02:46:10,Shopee
why is it burning my battery?,1,2025-07-27 02:43:44,Shopee
App works very well. Perhaps too well since I spend so much.,5,2025-07-27 02:27:15,Shopee
gempak padu,5,2025-07-27 00:50:13,Shopee
"too many fake products. when we reported, shopee did not ban the fake seller despite so many complaints already from the review but end up doing nothing. and I have to spend so much effort and finally seller is banned. but the account was suspended. that's it. he can create again new account and sell the fake glucerna again.",1,2025-07-27 00:45:58,Shopee
pergh sangat sangat sangat bagus,5,2025-07-27 00:26:44,Shopee
Ok,5,2025-07-27 00:22:01,Shopee
"The apps for easing shopping is itself awesome with added Spay for ease to own products but I don't agree that I have to screenshot my ic front n back without any slashing done. Hope in future, shopee can create whereby when we snap our ic in ur apps for verication,it comes with such slashing done auto.Tq",5,2025-07-27 00:10:52,Shopee
"All seller should stay away from this platform especially the small seller, or get ready of tons of buyers to scam you and let shoppe squeeze you, if u the seller who play the shoppe game, u r not the boss here, u r just like working in shoppe like a foreigner. -Over 20% commision charges -Sudden hiddens fee without notice -No Seller Right -Buyers Allow to Scam -Malaysian law wont protect you -Unless you are big company ready to sue back and fight their unfair policy against them. G.Luck",1,2025-07-27 00:06:13,Shopee
so much free prize n coin can get here,5,2025-07-26 21:06:13,Shopee
mohon ads di tinjau lagi.. triggering sensitive swap web page tba2 goto shopee page...,4,2025-07-26 20:50:21,Shopee
shopee memang best... banyak barang yang murah....,5,2025-07-26 19:04:03,Shopee
good,5,2025-07-26 16:19:26,Shopee
terbaik...👍👍👍,5,2025-07-26 16:16:29,Shopee
fake item in shopee mall. 100% authentic???,2,2025-07-26 16:09:22,Shopee
"can y'all add a feature where we can create a custom list for saves, please? (Like Aliexpress)",4,2025-07-26 15:31:36,Shopee
Delivery in time. packing very good. I like shopping via shopee.,5,2025-07-26 15:27:28,Shopee
barang cod tpi tak nak anta dapan umeh. masge trun bawak amik parcel..,1,2025-07-26 14:56:05,Shopee
good,5,2025-07-26 14:46:49,Shopee
lurrvveeeee!5starr for me :),5,2025-07-26 14:45:19,Shopee
so far Shoppe Food is the best,5,2025-07-26 14:39:21,Shopee
in my age it's make easier for me..n save my tine,5,2025-07-26 14:26:13,Shopee
"Shopee please please when we open the app, show homepage not video page. alright fixed",4,2025-07-26 14:25:02,Shopee
many vouchers for discount,5,2025-07-26 13:35:13,Shopee
I love shoppe,5,2025-07-26 13:02:31,Shopee
so good,5,2025-07-26 13:00:46,Shopee
good and fast,4,2025-07-26 12:36:32,Shopee
"Most of the transactions are satisfactory, but have to be wary of fake sellers that sells fake products that advertise it like it's real.",5,2025-07-26 12:34:03,Shopee
majority item available in shopee lest go to supplier when in need,5,2025-07-26 11:46:00,Shopee
so so,2,2025-07-26 11:37:08,Shopee
convenient and trusted,5,2025-07-26 11:34:03,Shopee
very satisfied and very good,5,2025-07-26 11:26:00,Shopee
Good although sometime crash.,5,2025-07-26 11:07:41,Shopee
The best..mantap,5,2025-07-26 11:02:33,Shopee
good lar,5,2025-07-26 10:56:27,Shopee
Excellent,5,2025-07-26 10:31:30,Shopee
"App lagging. Clearing cache and reinstallation does not solve it. and dont reason about the number of items in the cart as i have only few items saved, and compared to other ecommerce app, even with a few items on cart, they never lagged.",2,2025-07-26 10:30:00,Shopee
"penghantaran pantas, tepat seperti dijadualkan. Tahniah dan Syabas shopee.",5,2025-07-26 10:05:21,Shopee
I'm Enjoy With Shopee,5,2025-07-26 08:36:01,Shopee
baik,5,2025-07-26 08:06:59,Shopee
ok,5,2025-07-26 08:00:38,Shopee
Shopee platform online terbaik,5,2025-07-26 07:58:57,Shopee
Good but sometimes your rider gives wrong reports against me. They will never contact me but give a report that the owner declined,5,2025-07-26 07:42:17,Shopee
"VERY INCONSIDERATE SHOPEE ONLY THINKING OF THEMSELVES ONLY. The LATEZT UPDATE, UPON OPENING APP HIJACKED YOU TO MUSIC VIDEO ADS AND BLARRING LOUD DANGDUT MUSIC INSTEAD OF HOMEPAGE To check DELIVERY STATUS. IMAGINE IN WORK MEETING OR MIDDLE OF NiGHT WHILE BABIES ARE SLEEPING!. The Loud BLARRing will disturb OTHERS. The usual SHOPEE RESPONSE, THEY DONT UDERSTAND WHAT CUSTOMER SAID AND NEED TO UNDERSTAND MORE. RUBBISH!!!..THE DESIGN THE APP THAT WAY! Now manupulate your phone volume. Miss my alarm!",1,2025-07-26 07:38:17,Shopee
sangat membantu..,5,2025-07-26 07:35:40,Shopee
very good,5,2025-07-26 07:33:02,Shopee
amazing,5,2025-07-26 07:23:45,Shopee
Good,4,2025-07-26 07:13:40,Shopee
"Dah redeem voucher 99% off. Bila nak guna, tiba ii tak boleh. Dia tunjuk fully redeemed pula. padahal saya dah redeem. buang masa saya tunggu pukul 3 nak guna",1,2025-07-26 07:12:37,Shopee
can buy things that we need.,5,2025-07-26 06:52:40,Shopee
Excellent..,4,2025-07-26 06:49:25,Shopee
This app is the best,5,2025-07-26 06:41:49,Shopee
응용이 아주 좋아요!,4,2025-07-26 06:35:29,Shopee
Easy and convenient to shop from home,5,2025-07-26 05:33:48,Shopee
"Convenience, much saving.",5,2025-07-26 04:32:15,Shopee
my trusted shopping site,5,2025-07-26 04:27:05,Shopee
terbaik,5,2025-07-26 04:19:37,Shopee
nice,5,2025-07-26 04:16:08,Shopee
Harga berpatutan,5,2025-07-26 03:58:31,Shopee
baik,5,2025-07-26 03:47:12,Shopee
Seller agreed inform me to return due to the pants size is not fit enough.. Yet Shopee side insist I cannot return due to I should choose the size correctly... If this way better we buy at retail shop at least we cna comfirm the size is accurate..,1,2025-07-26 03:45:49,Shopee
best shopping platform for now 👍🏼,5,2025-07-26 03:44:57,Shopee
tempat buang duit haha,5,2025-07-26 03:31:16,Shopee
Great platform,5,2025-07-26 03:19:24,Shopee
good,5,2025-07-26 03:12:51,Shopee
"app auto loads to live video upon opening which is annoying, and auto adjusts phone volume to low.",1,2025-07-26 02:57:45,Shopee
make my life easier,5,2025-07-26 02:13:58,Shopee
I am using Samsung Galaxy Fold 6 and facing this problem where font missing and calendar's date did not appear full. Can you do something about it? both happen to have same problem when fold as well as when unfolded.,1,2025-07-26 01:40:12,Shopee
Very good....,5,2025-07-26 01:37:04,Shopee
LOWER PRICE TODAY!!! it's is scam .. big scam,1,2025-07-25 21:49:57,Shopee
excellent,5,2025-07-25 20:11:30,Shopee
good,5,2025-07-25 19:42:57,Shopee
wah,5,2025-07-25 17:53:08,Shopee
"Reverted back to the older version of the Apps. The new update a few months ago broke the entire shopping experience. What the hell when you start the app and popup a video? this is not TikTok and not any other video apps. A good shopping app like Taobao is the best experience, so you can get some knowledge of what shopping apps are for. Learn from the best. not getting bad.",1,2025-07-25 17:52:57,Shopee
"Tiada Self Collect, sangat tidak menyenangkan.. Segelintir pembeli online shopee ada juga mahu datang sendiri untuk ambil barang pembelian mereka.. Supaya lebih cepat berada ditangan.. Harap akan datang, sudah dapat self collect..",5,2025-07-25 16:21:01,Shopee
very good..cari barang yang mudah,5,2025-07-25 16:16:43,Shopee
terbaik dan murah mampu milik daripada platform yang lain..,5,2025-07-25 16:04:20,Shopee
the best,5,2025-07-25 15:51:44,Shopee
terbaik,5,2025-07-25 15:03:11,Shopee
Good,5,2025-07-25 14:25:21,Shopee
"Shopee offers affordable items and daily discounts. It has many sellers and products, and the Shopee Coins system gives extra savings. Very suitable for budget-friendly shopping.",5,2025-07-25 14:22:29,Shopee
what I'm doing for you why my account is restricted what happened 😤😡😡😡,2,2025-07-25 14:03:20,Shopee
"enjoyed online shopping experience, smooth transaction and received item in good condition.",5,2025-07-25 13:58:24,Shopee
Terbaik. selalu dpt diskaun utk produk yg dibeli. Sgt menjimatkan. Produk selalu sampai pd waktu yg ditetapkan.,5,2025-07-25 13:56:04,Shopee
puas hati sangat....,5,2025-07-25 13:03:48,Shopee
best so manyyy diskaunnnn yippiiiieeeeee😍😘tq shoppee shop,5,2025-07-25 13:02:41,Shopee
more cheaper,5,2025-07-25 12:22:53,Shopee
like,5,2025-07-25 12:08:15,Shopee
shopee memudahkan,5,2025-07-25 11:49:49,Shopee
tak nak dah beli kat shopee brg lambat sampai kate out of delivery tapi kul 7.30 x sampai lagi... sumpah penat tggu seharian,1,2025-07-25 11:31:40,Shopee
very easy and straightforward to use,5,2025-07-25 11:28:38,Shopee
good,5,2025-07-25 11:26:21,Shopee
good,5,2025-07-25 10:41:40,Shopee
good,5,2025-07-25 10:19:18,Shopee
very good,5,2025-07-25 09:46:16,Shopee
terbaik,5,2025-07-25 09:38:19,Shopee
good and useful,5,2025-07-25 09:35:16,Shopee
"21.11.2024 Review product without coin rewards as promised. Too bad. 29.7.2022 useless shopee always hang. 22.7.2025 This week after review, suppose to get 120 coin but no coin given. too bad.",1,2025-07-25 09:16:35,Shopee
easy to buy anything i need,5,2025-07-25 08:42:16,Shopee
good service,5,2025-07-25 08:30:27,Shopee
good services,5,2025-07-25 08:17:25,Shopee
good 👍,5,2025-07-25 08:04:44,Shopee
bad app,1,2025-07-25 07:54:00,Shopee
"this app becomes more leg as days passed by,and the shopee video makes it more laggy nad there's bugs when i opens this app,the shopee video sound still doesn't stop",1,2025-07-25 07:12:27,Shopee
such an attention seeker. annoying.,1,2025-07-25 07:11:52,Shopee
"servis terbaik,mantap bosku",5,2025-07-25 07:05:04,Shopee
"I'm annoyed by the videos that keeps appearing when the app starts. I come to shopee to shop, please keep the shopping smooth & uninterruptible. Get rid of those videos.",1,2025-07-25 06:58:46,Shopee
"FLASH SALES, MIDNIGHT MADNESS RM25 FOR IPHONE IS PURE SCAMM, MY RM25 IPHONE 15 PURCHASE OS REFUNDED WITHOUT LOGIC REASON",1,2025-07-25 06:46:14,Shopee
nk login google pun payah,1,2025-07-25 06:23:27,Shopee
The best online shopping experience,5,2025-07-25 06:19:29,Shopee
good,5,2025-07-25 06:14:00,Shopee
all my oder this week is return.more than 7 times .what I's this .need tu uninstall shoppe??,1,2025-07-25 05:38:42,Shopee
good,5,2025-07-25 04:47:04,Shopee
people sell fake and spoilt items here,1,2025-07-25 04:46:52,Shopee
Very good. very good product range available and their refund policy is fantastic. thanks,5,2025-07-25 04:28:22,Shopee
nice,5,2025-07-25 04:23:31,Shopee
good,5,2025-07-25 04:05:00,Shopee
Live video automatically play everytime opening the app.,1,2025-07-25 03:50:07,Shopee
love to use thi app...easy and good for us to buy in online shop..,5,2025-07-25 03:38:33,Shopee
"Useless using flash express , can't refund until parcel receive but staff flash express say this parcel was missing at hub .",1,2025-07-25 03:37:22,Shopee
never have the chance to get RM500 and 1000 voucher. so troublesome to get it. sucks,1,2025-07-25 03:02:37,Shopee
good,5,2025-07-25 02:57:29,Shopee
"helpdesk shopee, macam tak berfungsi, dah chat live agent tapi live agent reply macam robot a.i. pulak.",1,2025-07-25 01:53:42,Shopee
so slow service,1,2025-07-25 00:34:11,Shopee
"Edit July 25, i contact your customer service, they say shopee will automatically change the air shipping to sea shipping for East Malaysia without informing us the buyer. so the extra cost paid for air ship is not refundable. shopee has become more greedy and incompetent!! so now shopee can simply change my paid air shipping to sea shipping without my consent?!",1,2025-07-25 00:27:24,Shopee
good and trustworthy,5,2025-07-25 00:16:48,Shopee
👍👍,5,2025-07-25 00:04:50,Shopee
Very convenient to do to buy anything. Veriety of choices,5,2025-07-24 23:51:53,Shopee
Spx driver x ok.. Boleh je hantar tp x anta.. Update unsuccessfully.. Collection poin pun x updated.. Tulis buka pukul 11 pg sampai pukul 8 mlm.. Tp pukul 3 ptg baru bukak,1,2025-07-24 23:22:43,Shopee
good,5,2025-07-24 23:19:33,Shopee
the best platform for online purchases,5,2025-07-24 21:48:11,Shopee
good,5,2025-07-24 20:40:06,Shopee
good,5,2025-07-24 18:09:05,Shopee
skrg shopee teruk akaun lama tak bole masuk Lepas Tu balance tak bole Mbil sebab pasport tamat tempoh tolong pihak shoppe buat jalan lain untuk urusan balance pindah uang ke bank teruk teruk teruk,1,2025-07-24 17:12:21,Shopee
terbaikkk,5,2025-07-24 16:20:57,Shopee
good👍,5,2025-07-24 16:20:51,Shopee
25 july 2025 calculator shopee rosak ke. total dekat chart rm12. total dekat checkout rm20. padahal kupon dah select free shipping dan diskaun live. siap tulis -rm5 dan free shipping. cuba korang check betul2. sebelum checkout. naya je ada extra hiden charge.,1,2025-07-24 16:07:13,Shopee
"Shopee dipercayai,memudahkan org ramai membeli pelbagai2 produk yg brkualiti,Perlu berikan ganjaran yg setimpal pada driver& Raider kerana mereka sanggup menghadapi pelbagai cabaran&rintangan demi pelanggan2 shopee",5,2025-07-24 15:43:01,Shopee
really good,5,2025-07-24 15:33:42,Shopee
👍,5,2025-07-24 15:13:57,Shopee
add touch n go please😔💔,3,2025-07-24 15:09:57,Shopee
Shopee shipping SPX express is ridiculous delay & waste of time & money!! West to east Malaysia took a 1 month min ETA!! Waste of time!!Very disappointing!!,1,2025-07-24 15:04:41,Shopee
gud,5,2025-07-24 15:00:55,Shopee
Good,5,2025-07-24 14:46:56,Shopee
thanks for having a gud price place..maintain keep more vouchers to yr cust to make it stay shop.keep it up! 1 more thing pls easily customer to change register phone number..sometime the regis number have any poblem or else..so pls n pls easily your customer matters..big thank to hear that.,5,2025-07-24 14:29:28,Shopee
Tiptop,5,2025-07-24 13:17:00,Shopee
I don't like the indecent shopee videos and ads on the home page,1,2025-07-24 12:56:07,Shopee
so far so good,4,2025-07-24 12:41:21,Shopee
good 😊,5,2025-07-24 12:35:26,Shopee
perfect seller,5,2025-07-24 12:29:26,Shopee
"Now shopee is very bad, they give the parcel to the SPX express and the courier didn't even chat customer and delay the delivery until it was return. Delivery not on time like before anymore Really bad service ever. why don't just give the parcel to other express to deliver",1,2025-07-24 12:24:20,Shopee
penghabis duit,5,2025-07-24 12:20:37,Shopee
not good... lampath mari persal 🤬🤬🤬,1,2025-07-24 12:18:31,Shopee
Verry Good!,5,2025-07-24 12:14:25,Shopee
thanks for shopee food for great discount.,5,2025-07-24 11:43:02,Shopee
Jom pakat buat hutang dgn spaylater 🤣😂,5,2025-07-24 11:32:27,Shopee
